tig00000001	NZ_KB944666.1	85.665	10338	1325	123	713794	724024	434279	444566	0.0	10735
tig00000001	NZ_KB944666.1	93.724	4350	185	46	393595	397895	486835	482525	0.0	6440
tig00000001	NZ_KB944666.1	93.896	3948	174	39	624322	628240	486434	482525	0.0	5893
tig00000001	NZ_KB944666.1	94.061	3856	172	32	624414	628240	218715	222542	0.0	5799
tig00000001	NZ_KB944666.1	94.002	3851	174	32	394074	397895	218720	222542	0.0	5779
tig00000001	NZ_KB944666.1	94.013	3708	170	40	7233	10906	1185738	1182049	0.0	5570
tig00000001	NZ_KB944666.1	94.953	3309	140	25	1588897	1592193	1182049	1185342	0.0	5160
tig00000001	NZ_KB944666.1	94.862	3309	143	25	1588897	1592193	2648094	2644801	0.0	5144
tig00000001	NZ_KB944666.1	94.743	3310	147	25	7609	10906	2644800	2648094	0.0	5123
tig00000001	NZ_KB944666.1	94.915	3225	140	23	1052696	1055908	1182049	1185261	0.0	5025
tig00000001	NZ_KB944666.1	94.915	3225	140	23	625028	628240	1185261	1182049	0.0	5025
tig00000001	NZ_KB944666.1	94.857	3228	142	23	1052696	1055911	222542	219327	0.0	5020
tig00000001	NZ_KB944666.1	94.884	3225	141	23	1588897	1592109	222542	219330	0.0	5020
tig00000001	NZ_KB944666.1	94.884	3225	141	23	298585	301797	1185261	1182049	0.0	5020
tig00000001	NZ_KB944666.1	94.827	3228	143	23	298582	301797	219327	222542	0.0	5014
tig00000001	NZ_KB944666.1	94.853	3225	142	23	1052696	1055908	482525	485737	0.0	5014
tig00000001	NZ_KB944666.1	94.853	3225	142	23	1588897	1592109	482525	485737	0.0	5014
tig00000001	NZ_KB944666.1	94.822	3225	143	23	298585	301797	485737	482525	0.0	5009
tig00000001	NZ_KB944666.1	94.822	3225	143	23	394683	397895	1185261	1182049	0.0	5009
tig00000001	NZ_KB944666.1	94.822	3225	143	23	625028	628240	2644882	2648094	0.0	5009
tig00000001	NZ_KB944666.1	94.822	3225	143	23	1052696	1055908	2648094	2644882	0.0	5009
tig00000001	NZ_KB944666.1	94.791	3225	144	23	298585	301797	2644882	2648094	0.0	5003
tig00000001	NZ_KB944666.1	94.760	3225	145	23	7694	10906	219330	222542	0.0	4998
tig00000001	NZ_KB944666.1	94.729	3225	146	23	7694	10906	485737	482525	0.0	4992
tig00000001	NZ_KB944666.1	94.729	3225	146	23	394683	397895	2644882	2648094	0.0	4992
tig00000001	NZ_KB944666.1	93.991	3012	131	38	2772158	2775136	1185738	1182744	0.0	4514
tig00000001	NZ_KB944666.1	88.984	3604	367	17	710200	713795	430646	434227	0.0	4429
tig00000001	NZ_KB944666.1	83.858	4702	637	87	705234	709907	423361	427968	0.0	4366
tig00000001	NZ_KB944666.1	94.989	2614	106	23	2772534	2775136	2644800	2647399	0.0	4078
