tig00000004	LR134108.1	98.902	13570	92	48	1	13543	12143	25682	0.0	24181
tig00000004	LR134108.1	92.762	1202	65	17	13549	14734	25845	27040	0.0	1718
tig00000004	LR135246.1	98.902	13570	92	48	1	13543	31355	44894	0.0	24181
tig00000004	LR135246.1	92.762	1202	65	17	13549	14734	45057	46252	0.0	1718
tig00000004	LR135222.1	98.902	13570	92	48	1	13543	18645	32184	0.0	24181
tig00000004	LR135222.1	92.762	1202	65	17	13549	14734	32347	33542	0.0	1718
tig00000004	CP097023.1	96.018	14793	483	78	1	14734	32737	17992	0.0	23957
tig00000004	CP065768.1	96.018	14793	483	78	1	14734	32737	17992	0.0	23957
tig00000004	LR135186.1	98.548	13570	143	49	1	13546	37652	24113	0.0	23918
tig00000004	LR135186.1	92.762	1202	65	17	13549	14734	23953	22758	0.0	1718
tig00000004	CP184182.1	98.475	13572	147	50	1	13543	72753	86293	0.0	23861
tig00000004	CP184182.1	92.762	1202	65	17	13549	14734	86456	87651	0.0	1718
tig00000004	CP175362.1	98.475	13572	147	50	1	13543	97405	110945	0.0	23861
tig00000004	CP175362.1	99.779	1810	3	1	1555	3363	128635	130444	0.0	3319
tig00000004	CP175362.1	92.762	1202	65	17	13549	14734	111108	112303	0.0	1718
tig00000004	CP175354.1	98.475	13572	147	50	1	13543	17715	31255	0.0	23861
tig00000004	CP175354.1	99.779	1810	3	1	1555	3363	48945	50754	0.0	3319
tig00000004	CP175354.1	92.762	1202	65	17	13549	14734	31418	32613	0.0	1718
tig00000004	CP175383.1	98.475	13572	147	50	1	13543	41776	55316	0.0	23861
tig00000004	CP175383.1	99.779	1810	3	1	1555	3363	73006	74815	0.0	3319
tig00000004	CP175383.1	92.762	1202	65	17	13549	14734	55479	56674	0.0	1718
tig00000004	CP175390.1	98.475	13572	147	50	1	13543	45385	58925	0.0	23861
tig00000004	CP175390.1	99.779	1810	3	1	1555	3363	76615	78424	0.0	3319
tig00000004	CP175390.1	92.762	1202	65	17	13549	14734	59088	60283	0.0	1718
tig00000004	CP175369.1	98.468	13575	148	50	1	13546	22935	9392	0.0	23861
tig00000004	CP175369.1	99.779	1810	3	1	1555	3363	160804	158995	0.0	3319
tig00000004	CP175369.1	92.762	1202	65	17	13549	14734	9232	8037	0.0	1718
tig00000004	CP175372.1	98.468	13575	148	50	1	13546	116398	102855	0.0	23861
tig00000004	CP175372.1	99.779	1810	3	1	1555	3363	85168	83359	0.0	3319
tig00000004	CP175372.1	92.762	1202	65	17	13549	14734	102695	101500	0.0	1718
tig00000004	CP175380.1	98.468	13575	148	50	1	13546	26146	12603	0.0	23861
tig00000004	CP175380.1	99.779	1810	3	1	1555	3363	162769	160960	0.0	3319
tig00000004	CP175380.1	92.762	1202	65	17	13549	14734	12443	11248	0.0	1718
tig00000004	CP175341.1	98.468	13575	148	50	1	13546	119757	106214	0.0	23861
tig00000004	CP175341.1	92.762	1202	65	17	13549	14734	106054	104859	0.0	1718
tig00000004	CP175337.1	98.475	13572	147	50	1	13543	17715	31255	0.0	23861
tig00000004	CP175337.1	92.762	1202	65	17	13549	14734	31418	32613	0.0	1718
tig00000004	CP174847.1	98.475	13572	147	50	1	13543	67813	81353	0.0	23861
tig00000004	CP174847.1	92.762	1202	65	17	13549	14734	81516	82711	0.0	1718
tig00000004	CP174851.1	98.475	13572	147	50	1	13543	24461	38001	0.0	23861
tig00000004	CP174851.1	92.762	1202	65	17	13549	14734	38164	39359	0.0	1718
tig00000004	CP174871.1	98.468	13575	148	50	1	13546	35098	21555	0.0	23861
tig00000004	CP174871.1	92.762	1202	65	17	13549	14734	21395	20200	0.0	1718
tig00000004	CP174892.1	98.475	13572	147	50	1	13543	64281	77821	0.0	23861
tig00000004	CP174892.1	92.762	1202	65	17	13549	14734	77984	79179	0.0	1718
tig00000004	CP174896.1	98.468	13575	148	50	1	13546	193346	179803	0.0	23861
tig00000004	CP174896.1	92.762	1202	65	17	13549	14734	179643	178448	0.0	1718
tig00000004	CP174936.1	98.475	13572	147	50	1	13543	81146	94686	0.0	23861
tig00000004	CP174936.1	92.762	1202	65	17	13549	14734	94849	96044	0.0	1718
tig00000004	CP174940.1	98.475	13572	147	50	1	13543	158736	172276	0.0	23861
tig00000004	CP174940.1	92.762	1202	65	17	13549	14734	172439	173634	0.0	1718
tig00000004	CP174948.1	98.468	13575	148	50	1	13546	52871	39328	0.0	23861
tig00000004	CP174948.1	92.762	1202	65	17	13549	14734	39168	37973	0.0	1718
tig00000004	CP174943.1	98.475	13572	147	50	1	13543	52944	66484	0.0	23861
tig00000004	CP174943.1	92.762	1202	65	17	13549	14734	66647	67842	0.0	1718
tig00000004	CP065765.1	95.836	14792	480	105	1	14734	39122	24409	0.0	23778
tig00000004	CP116525.1	98.290	13568	181	47	1	13546	16423	2885	0.0	23723
tig00000004	CP116525.1	92.762	1202	65	17	13549	14734	2725	1530	0.0	1718
tig00000004	CP014530.1	99.405	12937	31	44	1	12915	12913	1	0.0	23422
tig00000004	CP014530.1	100.000	1791	0	0	1567	3357	55599	53809	0.0	3308
tig00000004	CP014530.1	98.743	1830	0	16	12917	14734	223688	221870	0.0	3230
tig00000004	CP175002.1	97.610	13597	258	57	1	13570	84173	97729	0.0	23246
tig00000004	CP175002.1	92.762	1202	65	17	13549	14734	97744	98939	0.0	1718
tig00000004	LR135402.1	97.635	13572	255	56	1	13546	35086	21555	0.0	23224
tig00000004	LR135402.1	92.762	1202	65	17	13549	14734	21395	20200	0.0	1718
tig00000004	LR135395.1	97.635	13572	255	56	1	13546	35086	21555	0.0	23224
tig00000004	LR135395.1	92.762	1202	65	17	13549	14734	21395	20200	0.0	1718
tig00000004	LR135489.1	97.635	13572	255	56	1	13546	36153	22622	0.0	23224
tig00000004	LR135489.1	92.762	1202	65	17	13549	14734	22462	21267	0.0	1718
tig00000004	LR135415.1	97.635	13572	255	56	1	13546	35086	21555	0.0	23224
tig00000004	LR135415.1	92.762	1202	65	17	13549	14734	21395	20200	0.0	1718
tig00000004	LR135409.1	97.635	13572	255	56	1	13546	35086	21555	0.0	23224
tig00000004	LR135409.1	92.762	1202	65	17	13549	14734	21395	20200	0.0	1718
tig00000004	CP044275.1	97.627	13572	256	56	1	13546	35086	21555	0.0	23219
tig00000004	CP044275.1	92.762	1202	65	17	13549	14734	21395	20200	0.0	1718
tig00000004	LR135365.1	97.627	13572	256	56	1	13546	35086	21555	0.0	23219
tig00000004	LR135365.1	92.762	1202	65	17	13549	14734	21395	20200	0.0	1718
tig00000004	LR135345.1	97.627	13572	256	56	1	13546	35086	21555	0.0	23219
tig00000004	LR135345.1	92.762	1202	65	17	13549	14734	21395	20200	0.0	1718
tig00000004	LR135298.1	97.627	13572	256	56	1	13546	35086	21555	0.0	23219
tig00000004	LR135298.1	92.762	1202	65	17	13549	14734	21395	20200	0.0	1718
tig00000004	CP018066.1	97.627	13572	256	56	1	13546	29024	15493	0.0	23219
tig00000004	CP018066.1	92.762	1202	65	17	13549	14734	15333	14138	0.0	1718
tig00000004	CP063605.1	97.627	13572	256	56	1	13546	31770	18239	0.0	23219
tig00000004	CP063605.1	92.762	1202	65	17	13549	14734	18079	16884	0.0	1718
tig00000004	CP063599.1	97.627	13572	256	56	1	13546	31770	18239	0.0	23219
tig00000004	CP063599.1	92.762	1202	65	17	13549	14734	18079	16884	0.0	1718
tig00000004	OU015709.1	97.627	13572	256	56	1	13546	35086	21555	0.0	23219
tig00000004	OU015709.1	92.762	1202	65	17	13549	14734	21395	20200	0.0	1718
tig00000004	LR135294.1	97.592	13578	254	57	1	13546	31831	18295	0.0	23195
tig00000004	LR135294.1	92.851	1203	62	19	13549	14734	18135	16940	0.0	1724
tig00000004	CP063556.1	97.592	13578	254	57	1	13546	33722	20186	0.0	23195
tig00000004	CP063556.1	92.851	1203	62	19	13549	14734	20026	18831	0.0	1724
tig00000004	CP063587.1	97.584	13578	254	58	1	13546	33721	20186	0.0	23189
tig00000004	CP063587.1	92.851	1203	62	19	13549	14734	20026	18831	0.0	1724
tig00000004	CP174952.1	98.684	12007	108	41	1564	13546	202891	190911	0.0	21252
tig00000004	CP174952.1	96.929	1563	39	8	1	1559	1558	1	0.0	2612
tig00000004	CP174952.1	92.762	1202	65	17	13549	14734	190751	189556	0.0	1718
tig00000004	CP046167.1	97.543	12006	236	49	1564	13546	35415	23446	0.0	20482
tig00000004	CP046167.1	98.392	1741	20	8	1	1737	37139	35403	0.0	3053
tig00000004	CP046167.1	92.762	1202	65	17	13549	14734	23286	22091	0.0	1718
tig00000004	LR135429.1	97.111	12079	280	52	1	12048	34970	22930	0.0	20308
tig00000004	LR135429.1	94.284	2764	109	27	12009	14734	22358	19606	0.0	4183
tig00000004	LR135175.1	97.102	12079	281	52	1	12048	34411	22371	0.0	20303
tig00000004	LR135175.1	94.320	2764	108	27	12009	14734	21799	19047	0.0	4189
tig00000004	LR536671.1	97.094	12079	282	52	1	12048	33346	21306	0.0	20297
tig00000004	LR536671.1	94.320	2764	108	27	12009	14734	20734	17982	0.0	4189
tig00000004	CP161868.1	96.331	11420	338	62	3354	14734	28669	17292	0.0	18692
tig00000004	CP161868.1	93.726	1578	87	11	1	1572	30239	28668	0.0	2355
tig00000004	CP161864.1	96.331	11420	338	62	3354	14734	28669	17292	0.0	18692
tig00000004	CP161864.1	93.726	1578	87	11	1	1572	30239	28668	0.0	2355
tig00000004	CP072885.1	96.331	11420	338	62	3354	14734	28669	17292	0.0	18692
tig00000004	CP072885.1	93.726	1578	87	11	1	1572	30239	28668	0.0	2355
tig00000004	CP047327.1	96.331	11420	338	62	3354	14734	48455	37078	0.0	18692
tig00000004	CP047327.1	93.726	1578	87	11	1	1572	50025	48454	0.0	2355
tig00000004	CP175487.1	95.804	11415	405	60	3354	14734	58363	69737	0.0	18358
tig00000004	CP175487.1	97.527	1577	29	9	1	1572	56793	58364	0.0	2687
tig00000004	LR135237.1	99.139	10216	61	22	1	10200	30187	40391	0.0	18353
tig00000004	LR135237.1	95.318	3353	119	29	10201	13543	43135	46459	0.0	5288
tig00000004	LR135237.1	92.774	1204	61	19	13549	14734	46622	47817	0.0	1718
tig00000004	CP186536.1	95.671	11341	404	65	3354	14659	28669	17381	0.0	18142
tig00000004	CP186536.1	93.599	1578	89	11	1	1572	30239	28668	0.0	2344
tig00000004	CP111712.1	98.776	10213	98	26	1	10200	43784	53982	0.0	18142
tig00000004	CP111712.1	97.525	3354	53	26	10201	13543	971	4305	0.0	5707
tig00000004	CP111712.1	92.762	1202	65	17	13549	14734	4468	5663	0.0	1718
tig00000004	CP109841.1	95.501	11359	417	64	3354	14659	28727	17410	0.0	18059
tig00000004	CP109841.1	93.536	1578	90	11	1	1572	30297	28726	0.0	2338
tig00000004	CP069130.1	95.501	11359	417	64	3354	14659	65230	53913	0.0	18059
tig00000004	CP069130.1	93.536	1578	90	11	1	1572	66800	65229	0.0	2338
tig00000004	CP068249.1	95.501	11359	417	64	3354	14659	2502825	2514142	0.0	18059
tig00000004	CP068249.1	93.536	1578	90	11	1	1572	2501255	2502826	0.0	2338
tig00000004	CP068249.1	76.161	646	137	13	2719	3355	1112379	1111742	1.27e-81	324
tig00000004	CP068249.1	76.161	646	137	13	2719	3355	1222695	1222058	1.27e-81	324
tig00000004	CP068245.1	95.501	11359	417	64	3354	14659	28727	17410	0.0	18059
tig00000004	CP068245.1	93.536	1578	90	11	1	1572	30297	28726	0.0	2338
tig00000004	CP101669.1	95.304	11414	452	64	3354	14734	82744	94106	0.0	18031
tig00000004	CP101669.1	97.527	1577	29	9	1	1572	81174	82745	0.0	2687
